name,year,id,tourney_level,surface,outdoor,city,venue,link
Davis Cup G2 PO: PUR vs CRC,2015,2015-Davis Cup G2 PO: PUR vs CRC,Davis Cup,Hard,Outdoor,"Bayamon, Puerto Rico",,
Davis Cup G2 PO: PUR vs HAI,2011,2011-Davis Cup G2 PO: PUR vs HAI,Davis Cup,Hard,Outdoor,"Mayaguez, Puerto Rico",,
Davis Cup G2 PO: RSA vs IRL,2015,2015-Davis Cup G2 PO: RSA vs IRL,Davis Cup,Hard,Outdoor,"Centurion, South Africa",,
Davis Cup G2 PO: SRI vs HKG,2010,2010-Davis Cup G2 PO: SRI vs HKG,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 PO: SRI vs LIB,2015,2015-Davis Cup G2 PO: SRI vs LIB,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 PO: TUN vs BLR,2013,2013-Davis Cup G2 PO: TUN vs BLR,Davis Cup,Clay,Outdoor,"Tunis, Tunisia",,
Davis Cup G2 PO: TUR vs MDA,2012,2012-Davis Cup G2 PO: TUR vs MDA,Davis Cup,Hard,Indoor,"Istanbul, Turkey",,
Davis Cup G2 PO: VIE vs SRI,2014,2014-Davis Cup G2 PO: VIE vs SRI,Davis Cup,Hard,Outdoor,"Da Lat, Vietnam",,
Davis Cup G2 PO: ZIM vs MDA,2015,2015-Davis Cup G2 PO: ZIM vs MDA,Davis Cup,Hard,Outdoor,"Harare, Zimbabwe",,
Davis Cup G2 R1: BAH vs VEN,2017,2017-Davis Cup G2 R1: BAH vs VEN,Davis Cup,None,Outdoor,"Doral, Florida, United States",,
Davis Cup G2 R1: BAR vs CHI,2014,2014-Davis Cup G2 R1: BAR vs CHI,Davis Cup,,Outdoor,"Bridgetown, Barbados",,
Davis Cup G2 R1: BAR vs PAR,2012,2012-Davis Cup G2 R1: BAR vs PAR,Davis Cup,Hard,Outdoor,"Bridgetown, Barbados",,
Davis Cup G2 R1: BAR vs PAR,2017,2017-Davis Cup G2 R1: BAR vs PAR,Davis Cup,None,Outdoor,"Asuncion, Paraguay",,
Davis Cup G2 R1: BIH vs GRE,2014,2014-Davis Cup G2 R1: BIH vs GRE,Davis Cup,,Indoor,"Sarajevo, Bosnia and Herzegovina",,
Davis Cup G2 R1: BIH vs LUX,2013,2013-Davis Cup G2 R1: BIH vs LUX,Davis Cup,Hard,Indoor,"Sarajevo, Bosnia and Herzegovina",,
Davis Cup G2 R1: BIH vs TUN,2016,2016-Davis Cup G2 R1: BIH vs TUN,Davis Cup,Carpet,Indoor,"Zenica, Bosnia and Herzegovina",,
Davis Cup G2 R1: BLR vs BUL,2011,2011-Davis Cup G2 R1: BLR vs BUL,Davis Cup,Hard,Indoor,"Minsk, Belarus",,
Davis Cup G2 R1: BLR vs IRL,2014,2014-Davis Cup G2 R1: BLR vs IRL,Davis Cup,,Indoor,"Minsk, Belarus",,
Davis Cup G2 R1: BLR vs MDA,2012,2012-Davis Cup G2 R1: BLR vs MDA,Davis Cup,Hard,Indoor,"Minsk, Belarus",,
Davis Cup G2 R1: BOL vs ESA,2017,2017-Davis Cup G2 R1: BOL vs ESA,Davis Cup,None,Outdoor,"San Salvador, El Salvador",,
Davis Cup G2 R1: BOL vs PER,2014,2014-Davis Cup G2 R1: BOL vs PER,Davis Cup,,Outdoor,"Trinidad, Bolivia",,
Davis Cup G2 R1: BOL vs PER,2018,2018-Davis Cup G2 R1: BOL vs PER,Davis Cup,Clay,Outdoor,"La Paz, Bolivia",,
Davis Cup G2 R1: BOL vs VEN,2010,2010-Davis Cup G2 R1: BOL vs VEN,Davis Cup,Clay,Outdoor,"La Paz, Bolivia",,
Davis Cup G2 R1: BUL vs FIN,2013,2013-Davis Cup G2 R1: BUL vs FIN,Davis Cup,Hard,Indoor,"Sofia, Bulgaria",,
Davis Cup G2 R1: BUL vs MON,2010,2010-Davis Cup G2 R1: BUL vs MON,Davis Cup,Hard,Indoor,"Sofia, Bulgaria",,
Davis Cup G2 R1: BUL vs TUR,2016,2016-Davis Cup G2 R1: BUL vs TUR,Davis Cup,Hard,Indoor,"Ankara, Turkey",,
Davis Cup G2 R1: CHI vs PER,2015,2015-Davis Cup G2 R1: CHI vs PER,Davis Cup,Clay,Outdoor,"Santiago, Chile",,
Davis Cup G2 R1: CYP vs EGY,2010,2010-Davis Cup G2 R1: CYP vs EGY,Davis Cup,Hard,Indoor,"Limassol, Cyprus",,
Davis Cup G2 R1: CYP vs HUN,2011,2011-Davis Cup G2 R1: CYP vs HUN,Davis Cup,Hard,Outdoor,"Nicosia, Cyprus",,
Davis Cup G2 R1: CYP vs MAR,2012,2012-Davis Cup G2 R1: CYP vs MAR,Davis Cup,Hard,Outdoor,"Larnaca, Cyprus",,
Davis Cup G2 R1: DEN vs CYP,2014,2014-Davis Cup G2 R1: DEN vs CYP,Davis Cup,,Outdoor,"Copenhagen, Denmark",,
Davis Cup G2 R1: DEN vs MON,2011,2011-Davis Cup G2 R1: DEN vs MON,Davis Cup,Carpet,Indoor,"Kolding, Denmark",,
Davis Cup G2 R1: DEN vs TUR,2019,2019-Davis Cup G2 R1: DEN vs TUR,Davis Cup,Hard,Indoor,"Aarhus, Denmark",,
Davis Cup G2 R1: DOM vs BOL,2012,2012-Davis Cup G2 R1: DOM vs BOL,Davis Cup,Hard,Outdoor,"Santo Domingo, Dominican Republic",,
Davis Cup G2 R1: EGY vs BLR,2016,2016-Davis Cup G2 R1: EGY vs BLR,Davis Cup,Clay,Outdoor,"Cairo, Egypt",,
Davis Cup G2 R1: EGY vs LAT,2012,2012-Davis Cup G2 R1: EGY vs LAT,Davis Cup,Clay,Outdoor,"Cairo, Egypt",,
Davis Cup G2 R1: EGY vs NOR,2018,2018-Davis Cup G2 R1: EGY vs NOR,Davis Cup,Hard,Outdoor,"Sharm El Sheikh, Egypt",,
Davis Cup G2 R1: EGY vs SLO,2019,2019-Davis Cup G2 R1: EGY vs SLO,Davis Cup,Clay,Outdoor,"Cairo, Egypt",,
Davis Cup G2 R1: ESA vs BAR,2013,2013-Davis Cup G2 R1: ESA vs BAR,Davis Cup,Clay,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 R1: ESA vs DOM,2011,2011-Davis Cup G2 R1: ESA vs DOM,Davis Cup,Clay,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 R1: ESA vs URU,2018,2018-Davis Cup G2 R1: ESA vs URU,Davis Cup,Hard,Outdoor,"San Salvador, El Salvador",,
Davis Cup G2 R1: EST vs HUN,2010,2010-Davis Cup G2 R1: EST vs HUN,Davis Cup,Hard,Indoor,"Tallinn, Estonia",,
Davis Cup G2 R1: EST vs LTU,2011,2011-Davis Cup G2 R1: EST vs LTU,Davis Cup,Hard,Indoor,"Tallinn, Estonia",,
Davis Cup G2 R1: EST vs LTU,2018,2018-Davis Cup G2 R1: EST vs LTU,Davis Cup,Hard,Indoor,"Siauliai, Lithuania",,
Davis Cup G2 R1: EST vs LUX,2012,2012-Davis Cup G2 R1: EST vs LUX,Davis Cup,Hard,Indoor,"Tallinn, Estonia",,
Davis Cup G2 R1: EST vs RSA,2017,2017-Davis Cup G2 R1: EST vs RSA,Davis Cup,None,Outdoor,"Centurion, South Africa",,
Davis Cup G2 R1: FIN vs BUL,2014,2014-Davis Cup G2 R1: FIN vs BUL,Davis Cup,,Indoor,"Helsinki, Finland",,
Davis Cup G2 R1: FIN vs GEO,2017,2017-Davis Cup G2 R1: FIN vs GEO,Davis Cup,None,Indoor,"Tbilisi, Georgia",,
Davis Cup G2 R1: GBR vs TUN,2011,2011-Davis Cup G2 R1: GBR vs TUN,Davis Cup,Hard,Indoor,"Bolton, Great Britain",,
Davis Cup G2 R1: GEO vs DEN,2016,2016-Davis Cup G2 R1: GEO vs DEN,Davis Cup,Carpet,Indoor,"Tbilisi, Georgia",,
Davis Cup G2 R1: GEO vs MAR,2018,2018-Davis Cup G2 R1: GEO vs MAR,Davis Cup,Clay,Outdoor,"Marrakesh, Morocco",,
Davis Cup G2 R1: GRE vs LAT,2011,2011-Davis Cup G2 R1: GRE vs LAT,Davis Cup,Clay,Outdoor,"Thessaloniki, Greece",,
Davis Cup G2 R1: GUA vs BOL,2019,2019-Davis Cup G2 R1: GUA vs BOL,Davis Cup,Hard,Outdoor,"Guatemala City, Guatemala",,
Davis Cup G2 R1: GUA vs MEX,2014,2014-Davis Cup G2 R1: GUA vs MEX,Davis Cup,,Outdoor,"Guatemala City, Guatemala",,
Davis Cup G2 R1: HKG vs INA,2012,2012-Davis Cup G2 R1: HKG vs INA,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 R1: HKG vs PAK,2011,2011-Davis Cup G2 R1: HKG vs PAK,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 R1: HUN vs IRL,2012,2012-Davis Cup G2 R1: HUN vs IRL,Davis Cup,Carpet,Indoor,"Szeged, Hungary",,
Davis Cup G2 R1: HUN vs MDA,2015,2015-Davis Cup G2 R1: HUN vs MDA,Davis Cup,Hard,Indoor,"Gyor, Hungary",,
Davis Cup G2 R1: INA vs IRI,2015,2015-Davis Cup G2 R1: INA vs IRI,Davis Cup,Hard,Outdoor,"Palembang, Indonesia",,
Davis Cup G2 R1: INA vs PHI,2017,2017-Davis Cup G2 R1: INA vs PHI,Davis Cup,None,Indoor,"Manila, Philippines",,
Davis Cup G2 R1: IRI vs HKG,2018,2018-Davis Cup G2 R1: IRI vs HKG,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 R1: IRI vs INA,2011,2011-Davis Cup G2 R1: IRI vs INA,Davis Cup,Clay,Indoor,"Tehran, Iran",,
Davis Cup G2 R1: IRL vs BLR,2015,2015-Davis Cup G2 R1: IRL vs BLR,Davis Cup,Hard,Outdoor,"Dublin, Ireland",,
Davis Cup G2 R1: IRL vs DEN,2018,2018-Davis Cup G2 R1: IRL vs DEN,Davis Cup,Hard,Indoor,"Birkerod, Denmark",,
Davis Cup G2 R1: IRL vs EST,2013,2013-Davis Cup G2 R1: IRL vs EST,Davis Cup,Hard,Indoor,"Dublin, Ireland",,
Davis Cup G2 R1: IRL vs LUX,2011,2011-Davis Cup G2 R1: IRL vs LUX,Davis Cup,Hard,Indoor,"Dublin, Ireland",,
Davis Cup G2 R1: IRL vs TUR,2010,2010-Davis Cup G2 R1: IRL vs TUR,Davis Cup,Carpet,Indoor,"Dublin, Ireland",,
Davis Cup G2 R1: KOR vs SYR,2011,2011-Davis Cup G2 R1: KOR vs SYR,Davis Cup,Hard,Outdoor,"Changwon, South Korea",,
Davis Cup G2 R1: KUW vs INA,2014,2014-Davis Cup G2 R1: KUW vs INA,Davis Cup,,Outdoor,"Mishref, Kuwait",,
Davis Cup G2 R1: KUW vs THA,2013,2013-Davis Cup G2 R1: KUW vs THA,Davis Cup,Hard,Outdoor,"Mishref, Kuwait",,
Davis Cup G2 R1: KUW vs THA,2017,2017-Davis Cup G2 R1: KUW vs THA,Davis Cup,None,Outdoor,"Mishref, Kuwait",,
Davis Cup G2 R1: LAT vs BUL,2015,2015-Davis Cup G2 R1: LAT vs BUL,Davis Cup,Hard,Indoor,"Jurmala, Latvia",,
Davis Cup G2 R1: LBN vs TPE,2018,2018-Davis Cup G2 R1: LBN vs TPE,Davis Cup,Hard,Indoor,"Beirut, Lebanon",,
Davis Cup G2 R1: LIB vs PAK,2012,2012-Davis Cup G2 R1: LIB vs PAK,Davis Cup,Clay,Outdoor,"Jounieh, Lebanon",,
Davis Cup G2 R1: LTU vs CYP,2013,2013-Davis Cup G2 R1: LTU vs CYP,Davis Cup,Hard,Indoor,"Siauliai, Lithuania",,
Davis Cup G2 R1: LTU vs GBR,2010,2010-Davis Cup G2 R1: LTU vs GBR,Davis Cup,Hard,Indoor,"Vilnius, Lithuania",,
Davis Cup G2 R1: LTU vs MAD,2017,2017-Davis Cup G2 R1: LTU vs MAD,Davis Cup,None,Indoor,"Siauliai, Lithuania",,
Davis Cup G2 R1: LTU vs MAR,2019,2019-Davis Cup G2 R1: LTU vs MAR,Davis Cup,Clay,Outdoor,"Marrakesh, Morocco",,
Davis Cup G2 R1: LTU vs NOR,2016,2016-Davis Cup G2 R1: LTU vs NOR,Davis Cup,Hard,Indoor,"Siauliai, Lithuania",,
Davis Cup G2 R1: LUX vs MAD,2015,2015-Davis Cup G2 R1: LUX vs MAD,Davis Cup,Hard,Indoor,"Esch-sur-Alzette, Luxembourg",,
Davis Cup G2 R1: MAR vs BIH,2011,2011-Davis Cup G2 R1: MAR vs BIH,Davis Cup,Clay,Outdoor,"Marrakesh, Morocco",,
Davis Cup G2 R1: MAR vs DEN,2017,2017-Davis Cup G2 R1: MAR vs DEN,Davis Cup,None,Indoor,"Aarhus, Denmark",,
Davis Cup G2 R1: MAR vs LUX,2014,2014-Davis Cup G2 R1: MAR vs LUX,Davis Cup,,Outdoor,"Rabat, Morocco",,
Davis Cup G2 R1: MAS vs INA,2010,2010-Davis Cup G2 R1: MAS vs INA,Davis Cup,Hard,Indoor,"Kuala Lumpur, Malaysia",,
Davis Cup G2 R1: MDA vs EGY,2014,2014-Davis Cup G2 R1: MDA vs EGY,Davis Cup,,Indoor,"Chisinau, Moldova",,
Davis Cup G2 R1: MDA vs HUN,2013,2013-Davis Cup G2 R1: MDA vs HUN,Davis Cup,Hard,Indoor,"Chisinau, Moldova",,
Davis Cup G2 R1: MEX vs BOL,2015,2015-Davis Cup G2 R1: MEX vs BOL,Davis Cup,Hard,Outdoor,"Merida, Mexico",,
Davis Cup G2 R1: MEX vs ESA,2012,2012-Davis Cup G2 R1: MEX vs ESA,Davis Cup,Clay,Outdoor,"Mexico City, Mexico",,
Davis Cup G2 R1: MEX vs GUA,2010,2010-Davis Cup G2 R1: MEX vs GUA,Davis Cup,Clay,Outdoor,"Mexico City, Mexico",,
Davis Cup G2 R1: MEX vs GUA,2016,2016-Davis Cup G2 R1: MEX vs GUA,Davis Cup,Hard,Outdoor,"Campeche, Mexico",,
Davis Cup G2 R1: MEX vs GUA,2017,2017-Davis Cup G2 R1: MEX vs GUA,Davis Cup,None,Outdoor,"Guatemala City, Guatemala",,
Davis Cup G2 R1: MEX vs PAR,2019,2019-Davis Cup G2 R1: MEX vs PAR,Davis Cup,Clay,Outdoor,"Asuncion, Paraguay",,
Davis Cup G2 R1: MEX vs PUR,2013,2013-Davis Cup G2 R1: MEX vs PUR,Davis Cup,Hard,Outdoor,"Humacao, Puerto Rico",,
Davis Cup G2 R1: MKD vs BIH,2010,2010-Davis Cup G2 R1: MKD vs BIH,Davis Cup,Clay,Indoor,"Veles, North Macedonia",,
Davis Cup G2 R1: MON vs BLR,2013,2013-Davis Cup G2 R1: MON vs BLR,Davis Cup,Clay,Outdoor,"Monte Carlo, Monaco",,
Davis Cup G2 R1: MON vs FIN,2015,2015-Davis Cup G2 R1: MON vs FIN,Davis Cup,Clay,Outdoor,"Roquebrune-Cap-Martin, France",,
Davis Cup G2 R1: MON vs LAT,2016,2016-Davis Cup G2 R1: MON vs LAT,Davis Cup,Hard,Indoor,"Daugavpils, Latvia",,
Davis Cup G2 R1: MON vs SLO,2017,2017-Davis Cup G2 R1: MON vs SLO,Davis Cup,None,Indoor,"Maribor, Slovenia",,
Davis Cup G2 R1: NOR vs GEO,2019,2019-Davis Cup G2 R1: NOR vs GEO,Davis Cup,Clay,Outdoor,"Oslo, Norway",,
Davis Cup G2 R1: NOR vs LAT,2017,2017-Davis Cup G2 R1: NOR vs LAT,Davis Cup,None,Indoor,"Jelgava, Latvia",,
Davis Cup G2 R1: NOR vs LTU,2014,2014-Davis Cup G2 R1: NOR vs LTU,Davis Cup,,Indoor,"Oslo, Norway",,
Davis Cup G2 R1: NOR vs SLO,2010,2010-Davis Cup G2 R1: NOR vs SLO,Davis Cup,Hard,Indoor,"Oslo, Norway",,
Davis Cup G2 R1: NZL vs INA,2019,2019-Davis Cup G2 R1: NZL vs INA,Davis Cup,Hard,Outdoor,"Jakarta, Indonesia",,
Davis Cup G2 R1: NZL vs LIB,2013,2013-Davis Cup G2 R1: NZL vs LIB,Davis Cup,Hard,Indoor,"Auckland, New Zealand",,
Davis Cup G2 R1: PAK vs HKG,2010,2010-Davis Cup G2 R1: PAK vs HKG,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 R1: PAK vs IRI,2017,2017-Davis Cup G2 R1: PAK vs IRI,Davis Cup,Hard,Outdoor,"Islamabad, Pakistan",,
Davis Cup G2 R1: PAK vs KUW,2015,2015-Davis Cup G2 R1: PAK vs KUW,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 R1: PAR vs AHO,2010,2010-Davis Cup G2 R1: PAR vs AHO,Davis Cup,Clay,Outdoor,"Lambare, Paraguay",,
Davis Cup G2 R1: PAR vs ESA,2014,2014-Davis Cup G2 R1: PAR vs ESA,Davis Cup,,Outdoor,"Asuncion, Paraguay",,
Davis Cup G2 R1: PAR vs VEN,2016,2016-Davis Cup G2 R1: PAR vs VEN,Davis Cup,Hard,Outdoor,"Valencia, Venezuela",,
Davis Cup G2 R1: PER vs AHO,2011,2011-Davis Cup G2 R1: PER vs AHO,Davis Cup,Clay,Outdoor,"Lima, Peru",,
Davis Cup G2 R1: PER vs ESA,2010,2010-Davis Cup G2 R1: PER vs ESA,Davis Cup,Clay,Outdoor,"Lima, Peru",,
Davis Cup G2 R1: PER vs ESA,2019,2019-Davis Cup G2 R1: PER vs ESA,Davis Cup,Hard,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 R1: PER vs HAI,2013,2013-Davis Cup G2 R1: PER vs HAI,Davis Cup,Clay,Outdoor,"Lima, Peru",,
Davis Cup G2 R1: PHI vs INA,2018,2018-Davis Cup G2 R1: PHI vs INA,Davis Cup,Hard,Indoor,"Jakarta, Indonesia",,
Davis Cup G2 R1: PHI vs KUW,2016,2016-Davis Cup G2 R1: PHI vs KUW,Davis Cup,Clay,Indoor,"Pasig, Philippines",,
Davis Cup G2 R1: PHI vs POC,2012,2012-Davis Cup G2 R1: PHI vs POC,Davis Cup,Hard,Indoor,"Iriga, Philippines",,
Davis Cup G2 R1: PHI vs SRI,2015,2015-Davis Cup G2 R1: PHI vs SRI,Davis Cup,Clay,Indoor,"Pasig, Philippines",,
Davis Cup G2 R1: PHI vs SYR,2013,2013-Davis Cup G2 R1: PHI vs SYR,Davis Cup,Clay,Outdoor,"Lapu-Lapu, Philippines",,
Davis Cup G2 R1: POC vs THA,2011,2011-Davis Cup G2 R1: POC vs THA,Davis Cup,Hard,Outdoor,"Tamuning, Guam",,
Davis Cup G2 R1: POL vs MAD,2012,2012-Davis Cup G2 R1: POL vs MAD,Davis Cup,Carpet,Indoor,"Warsaw, Poland",,
Davis Cup G2 R1: POR vs BEN,2013,2013-Davis Cup G2 R1: POR vs BEN,Davis Cup,Clay,Indoor,"Lisbon, Portugal",,
Davis Cup G2 R1: POR vs DEN,2010,2010-Davis Cup G2 R1: POR vs DEN,Davis Cup,Clay,Indoor,"Maia, Portugal",,
Davis Cup G2 R1: POR vs MAR,2015,2015-Davis Cup G2 R1: POR vs MAR,Davis Cup,Hard,Indoor,"Cruz Quebrada, Portugal",,
Davis Cup G2 R1: PUR vs ESA,2015,2015-Davis Cup G2 R1: PUR vs ESA,Davis Cup,Hard,Outdoor,"Humacao, Puerto Rico",,
Davis Cup G2 R1: PUR vs ESA,2016,2016-Davis Cup G2 R1: PUR vs ESA,Davis Cup,Hard,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 R1: PUR vs MEX,2018,2018-Davis Cup G2 R1: PUR vs MEX,Davis Cup,Hard,Outdoor,"Tijuana, Mexico",,
Davis Cup G2 R1: PUR vs PAR,2011,2011-Davis Cup G2 R1: PUR vs PAR,Davis Cup,Hard,Outdoor,"Mayaguez, Puerto Rico",,
Davis Cup G2 R1: ROU vs LUX,2018,2018-Davis Cup G2 R1: ROU vs LUX,Davis Cup,Hard,Indoor,"Piatra Neamt, Romania",,
Davis Cup G2 R1: ROU vs ZIM,2019,2019-Davis Cup G2 R1: ROU vs ZIM,Davis Cup,Hard,Indoor,"Piatra Neamt, Romania",,
Davis Cup G2 R1: RSA vs BUL,2019,2019-Davis Cup G2 R1: RSA vs BUL,Davis Cup,Hard,Outdoor,"Cape Town, South Africa",,
Davis Cup G2 R1: RSA vs LUX,2016,2016-Davis Cup G2 R1: RSA vs LUX,Davis Cup,Hard,Outdoor,"Centurion, South Africa",,
Davis Cup G2 R1: RSA vs MON,2014,2014-Davis Cup G2 R1: RSA vs MON,Davis Cup,,Outdoor,"Centurion, South Africa",,
Davis Cup G2 R1: SLO vs POL,2018,2018-Davis Cup G2 R1: SLO vs POL,Davis Cup,Hard,Indoor,"Maribor, Slovenia",,
Davis Cup G2 R1: SRI vs NZL,2010,2010-Davis Cup G2 R1: SRI vs NZL,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 R1: SRI vs PAK,2013,2013-Davis Cup G2 R1: SRI vs PAK,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 R1: SRI vs PHI,2014,2014-Davis Cup G2 R1: SRI vs PHI,Davis Cup,,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 R1: SRI vs THA,2012,2012-Davis Cup G2 R1: SRI vs THA,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 R1: SRI vs THA,2016,2016-Davis Cup G2 R1: SRI vs THA,Davis Cup,Hard,Outdoor,"Nonthaburi, Thailand",,
Davis Cup G2 R1: SWE vs TUN,2017,2017-Davis Cup G2 R1: SWE vs TUN,Davis Cup,Hard,Outdoor,"Tunis, Tunisia",,
Davis Cup G2 R1: THA vs HKG,2014,2014-Davis Cup G2 R1: THA vs HKG,Davis Cup,Hard,Indoor,"Phuket, Thailand",,
Davis Cup G2 R1: THA vs PHI,2019,2019-Davis Cup G2 R1: THA vs PHI,Davis Cup,Hard,Outdoor,"Nonthaburi, Thailand",,
Davis Cup G2 R1: THA vs POC,2010,2010-Davis Cup G2 R1: THA vs POC,Davis Cup,Hard,Outdoor,"Nonthaburi, Thailand",,
Davis Cup G2 R1: THA vs SRI,2018,2018-Davis Cup G2 R1: THA vs SRI,Davis Cup,Clay,Outdoor,"Colombo, Sri Lanka",,
Davis Cup G2 R1: TPE vs HKG,2019,2019-Davis Cup G2 R1: TPE vs HKG,Davis Cup,Hard,Outdoor,"Hong Kong, Hong Kong",,
Davis Cup G2 R1: TPE vs LIB,2015,2015-Davis Cup G2 R1: TPE vs LIB,Davis Cup,Hard,Outdoor,"Kaohsiung, Chinese Taipei",,
Davis Cup G2 R1: TPE vs MAS,2016,2016-Davis Cup G2 R1: TPE vs MAS,Davis Cup,Hard,Outdoor,"Kaohsiung, Chinese Taipei",,
Davis Cup G2 R1: TUN vs FIN,2018,2018-Davis Cup G2 R1: TUN vs FIN,Davis Cup,Hard,Outdoor,"Tunis, Tunisia",,
Davis Cup G2 R1: TUN vs LAT,2013,2013-Davis Cup G2 R1: TUN vs LAT,Davis Cup,Hard,Outdoor,"El Menzah, Tunisia",,
Davis Cup G2 R1: TUR vs BIH,2012,2012-Davis Cup G2 R1: TUR vs BIH,Davis Cup,Hard,Indoor,"Ankara, Turkey",,
Davis Cup G2 R1: TUR vs CYP,2017,2017-Davis Cup G2 R1: TUR vs CYP,Davis Cup,None,Outdoor,"Nicosia, Cyprus",,
Davis Cup G2 R1: TUR vs RSA,2015,2015-Davis Cup G2 R1: TUR vs RSA,Davis Cup,Hard,Indoor,"Mersin, Turkey",,
Davis Cup G2 R1: TUR vs ZIM,2018,2018-Davis Cup G2 R1: TUR vs ZIM,Davis Cup,Hard,Outdoor,"Harare, Zimbabwe",,
Davis Cup G2 R1: UKR vs MON,2012,2012-Davis Cup G2 R1: UKR vs MON,Davis Cup,Hard,Indoor,"Dnipropetrovsk, Ukraine",,
Davis Cup G2 R1: URU vs PER,2016,2016-Davis Cup G2 R1: URU vs PER,Davis Cup,Clay,Outdoor,"Lima, Peru",,
Davis Cup G2 R1: VEN vs CRC,2015,2015-Davis Cup G2 R1: VEN vs CRC,Davis Cup,Hard,Outdoor,"Caracas, Venezuela",,
Davis Cup G2 R1: VEN vs GUA,2013,2013-Davis Cup G2 R1: VEN vs GUA,Davis Cup,Hard,Outdoor,"San Juan de los Morros, Venezuela",,
Davis Cup G2 R1: VEN vs GUA,2018,2018-Davis Cup G2 R1: VEN vs GUA,Davis Cup,Hard,Outdoor,"Guatemala City, Guatemala",,
Davis Cup G2 R1: VEN vs HAI,2011,2011-Davis Cup G2 R1: VEN vs HAI,Davis Cup,Hard,Outdoor,"Caracas, Venezuela",,
Davis Cup G2 R1: VEN vs PUR,2012,2012-Davis Cup G2 R1: VEN vs PUR,Davis Cup,Hard,Outdoor,"Caracas, Venezuela",,
Davis Cup G2 R1: VIE vs HKG,2017,2017-Davis Cup G2 R1: VIE vs HKG,Davis Cup,None,Outdoor,"Ho Chi Minh City, Vietnam",,
Davis Cup G2 R1: VIE vs INA,2016,2016-Davis Cup G2 R1: VIE vs INA,Davis Cup,Hard,Outdoor,"Surakarta, Indonesia",,
Davis Cup G2 R1: VIE vs PAK,2014,2014-Davis Cup G2 R1: VIE vs PAK,Davis Cup,Hard,Outdoor,"Da Lat, Vietnam",,
Davis Cup G2 R1: ZIM vs BIH,2015,2015-Davis Cup G2 R1: ZIM vs BIH,Davis Cup,Hard,Outdoor,"Harare, Zimbabwe",,
Davis Cup G2 R1: ZIM vs FIN,2016,2016-Davis Cup G2 R1: ZIM vs FIN,Davis Cup,Hard,Indoor,"Kittila, Finland",,
Davis Cup G2 R2: BAR vs ESA,2014,2014-Davis Cup G2 R2: BAR vs ESA,Davis Cup,Hard,Outdoor,"Bridgetown, Barbados",,
Davis Cup G2 R2: BAR vs GUA,2017,2017-Davis Cup G2 R2: BAR vs GUA,Davis Cup,Hard,Outdoor,"Bridgetown, Barbados",,
Davis Cup G2 R2: BIH vs EST,2011,2011-Davis Cup G2 R2: BIH vs EST,Davis Cup,Hard,Indoor,"Tuzla, Bosnia and Herzegovina",,
Davis Cup G2 R2: BIH vs MDA,2013,2013-Davis Cup G2 R2: BIH vs MDA,Davis Cup,Clay,Outdoor,"Mostar, Bosnia and Herzegovina",,
Davis Cup G2 R2: BLR vs BIH,2012,2012-Davis Cup G2 R2: BLR vs BIH,Davis Cup,Hard,Indoor,"Minsk, Belarus",,
Davis Cup G2 R2: CHI vs MEX,2015,2015-Davis Cup G2 R2: CHI vs MEX,Davis Cup,Clay,Outdoor,"Talcahuano, Chile",,
Davis Cup G2 R2: DEN vs LAT,2011,2011-Davis Cup G2 R2: DEN vs LAT,Davis Cup,Clay,Outdoor,"Frederiksberg, Denmark",,
Davis Cup G2 R2: DEN vs LUX,2014,2014-Davis Cup G2 R2: DEN vs LUX,Davis Cup,Hard,Indoor,"Hillerod, Denmark",,
Davis Cup G2 R2: EGY vs DEN,2018,2018-Davis Cup G2 R2: EGY vs DEN,Davis Cup,Hard,Indoor,"Gentofte, Denmark",,
Davis Cup G2 R2: ESA vs MEX,2013,2013-Davis Cup G2 R2: ESA vs MEX,Davis Cup,Hard,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 R2: ESA vs VEN,2016,2016-Davis Cup G2 R2: ESA vs VEN,Davis Cup,Hard,Outdoor,"Santa Tecla, El Salvador",,
Davis Cup G2 R2: ESA vs VEN,2017,2017-Davis Cup G2 R2: ESA vs VEN,Davis Cup,Hard,Outdoor,"Doral, Florida, United States",,
