Name,EloRating,match_number
Phillip Regnat,1466,28
Federico Paskvan,1466,28
Direnc Bada,1466,2
Cristian Alvarez,1466,4
Christoffer Konigsfeldt,1466,8
Danilo Petrovic,1465,3
Laurent Silvy,1465,4
Hugo Dellien,1465,2
Admire Mushonga,1465,2
Sebastian Salazar,1465,2
Patrick Telawetz,1465,35
Rok Ursic,1465,2
Caio Claudino,1465,2
Hyung Chan Lim,1465,7
Pablo Manuel Montoro Gimenez,1465,2
Carlos Llanes,1465,2
Santiago Romero,1465,2
Jonas Luetjen,1465,3
Alexei Milner,1465,2
Carlos Eduardo Severino,1465,32
Juan Carlo Acuna Gerard,1465,5
Tomas Janci,1465,3
Luke Saville,1465,4
Arturs Kazijevs,1465,2
Alex Sanders,1465,2
Pablo Perez,1465,2
Ilija Vucic,1465,41
Luciano Silva,1465,2
Demetre Taktakishvili,1465,5
Giovanni Galuppo,1465,2
Jesper Saarni,1465,2
Pascal Benz,1465,2
Gerald Kamitz,1465,22
Borja Gutierrez De La Maza,1465,2
Scott Robertson,1465,4
Morgan Lesur,1465,2
Robin Kern,1465,2
James Feaver,1465,81
Lars Behlen,1465,2
Christopher Simpson,1465,2
Juan Samuel Arauzo Martinez,1465,2
Carlos Boluda Purkiss,1465,18
Dmitry Frumkin,1465,4
Kingsley Enosoregbe,1465,2
Marton Fucsovics,1464,5
Nicolas Beuque,1464,7
Joaquin Jesus Monteferrario,1464,59
Andres Quijada,1464,2
Mbonisi Ndimande,1464,4
Ofir Ginat,1464,2
Daniel Yoon,1464,2
Taylor Fogleman,1464,3
Kirill Savoskul,1464,2
Rogier Wassen,1464,5
Ross Connolly,1464,2
Ramon Gonzalez,1464,2
Rodrigo Urquiaga,1464,2
Ricardo Martin,1464,2
Thomas Jun Facchini Takemoto,1464,3
Kevin Taylor,1464,2
Jamie Gresh,1464,6
Mateo Galdon,1464,2
Stefan Milenkovic,1464,2
Hui Zhang,1464,2
Ioan Alexandru Cojanu,1464,23
Paul Hanley,1464,2
Joji Miyao,1464,2
Sean Berman,1464,6
Franjo Raspudic,1463,6
Marko Strilic,1463,4
Pitchaya Limpimprorh,1463,2
Mathew James,1463,4
Pedro Villar Almiron,1463,2
Sami Huurinainen,1463,14
Alexandr Kushakov,1463,3
Matheson Klein,1463,35
Vijay Kannan,1463,15
Oscar Jose Gutierrez,1463,2
Alon Faiman,1463,2
Yac Verdugo,1463,2
Ergun Zorlu,1463,27
John Paul Fruttero,1463,22
Marlu Jansen Van Vuuren,1463,2
Leo Rosenberg,1463,2
Deepinder Bains,1463,2
David Zimmermann,1463,2
Beka Komakhidze,1463,5
Ruan Roelofse,1463,12
Yu Takahashi,1463,2
Florin Dimitrie Sorodoc,1463,3
Motaz Abou El Khair,1463,54
Marcel Goodman,1463,2
Hayato Matsuda,1463,2
Troy Gillham,1463,4
Christoph Thiemann,1463,2
Ricardo Corrente,1463,3
Olivier Sajous,1463,11
Marin Milan,1462,2
Houssam Yassine,1462,5
Chuan Jiang,1462,2
Rodrigo Albano,1462,14
Albert Larregola Cortezon,1462,2
Younes Rachidi,1462,45
Bart Van Monsjou,1462,14
Julian Rodriguez,1462,2
Valentin Rahmine,1462,2
Tilen Zitnik,1462,2
Juan Lizariturry,1462,22
Matthias Kolbe,1462,14
Mastrelia Antonio,1462,2
Maximilian Neuchrist,1462,5
Thomas Schoeck,1462,18
Simon Cauvard,1462,20
Ju Hae Moon,1462,7
Borja Zarco,1462,2
Philipp Marx,1462,11
Marko Begovic,1462,2
Shin Kamiya,1462,2
Bojan Zdravkovic,1462,3
Mathieu Goven,1462,9
Djanibek Orazoliev,1462,2
David Nylen,1462,3
Daniel Dossetor,1462,2
Roel Oostdam,1462,32
Tobias Blomgren,1462,4
Damian Guichonet,1462,60
Nikita Kushnarev,1462,2
Kamil Pajkowski,1462,2
Pavel Filin,1462,5
Oliver Golding,1461,6
Simone Golia,1461,2
Yeboua Koffi Etienne Bini,1461,2
Vikas Chauhan,1461,2
Willian Franco,1461,16
Tunde Segodo,1461,2
Benjamin Devos,1461,2
Marwan Gaber,1461,3
Brian Battistone,1461,5
Thomas Tomczak,1461,2
Yuya Tanaka,1461,2
Morgan Mannarino,1461,5
Jaime Vazquez Catoira,1461,3
Mate Major,1461,2
William Dorantes Sanchez,1461,2
Romain Cabrillon,1461,2
Ace Alexander Christoffer Neumann,1461,2
Joe Hatto,1461,2
Jakhongir Jalalov,1461,2
Alexander Perez Cortes,1461,2
Santiago Espinosa,1461,2
Marko Lenz,1461,12
Fahd Mezzour,1461,2
Luka Kukulic,1461,3
Steffen Dierauf,1461,2
Jason Kubler,1461,4
Luis Fernando Ramirez,1461,2
Maxime Quinqueneau,1461,18
Saeid Ahmadvand,1461,6
Mahmoud Ezzat,1461,2
Sunday Emmanuel,1461,28
Christophe Lenzi,1461,12
Tom Allen,1461,3
Paolo Naldi,1461,3
Andrea Patracchini,1461,2
Kokou Missodey,1461,2
Miguel Almeida,1460,8
Martin Kildahl,1460,3
Dominic Ross Hurst,1460,2
Peng Gao,1460,9
Catalin Gard,1460,27
Nicolas Barrientos,1460,2
Shunrou Takeshima,1460,10
Allen Perel,1460,5
Constantin Sturdza,1460,2
Tomas Toman,1460,3
Alan Poric,1460,3
Alexandru Catalin Marasin,1460,3
Kevin Mcduffee,1460,2
David Estruch,1460,46
Andrew Thomas,1460,33
Luis Delgado,1460,2
Cheikh Salif Kante,1460,2
Gaetan De Lovinfosse,1460,6
Carlos Rexach Itoiz,1460,60
Guo Bin Cen,1460,2
Jackson Bodle,1460,2
Vincent Boginoff,1460,2
Matias Supan,1460,2
Beka Buchukuri,1460,4
Slimane Saoudi,1460,5
Pablo Pires De Almeida,1460,4
Rhyne Williams,1460,33
Joe Young,1460,2
Alexander Chen,1460,2
Christopher Lawson,1460,3
Kaza Vinayak Sharma,1460,2
Alexander Tavkhelidze,1460,4
Pavel Krainik,1460,3
Jun Chao Xu,1459,70
Paul Warkentin,1459,4
Walter Kubicka,1459,2
Ivan Vukovic,1459,31
Alejandro Arias,1459,2
Mitja Zajsek,1459,2
Juan Pablo Munoz Constantine,1459,2
Ali Ismaeel,1459,2
Simone Muresu,1459,4
Stanislav Vovk,1459,20
Lukas Vrnak,1459,2
Nikola Vuckovic,1459,2
Jonathan David,1459,6
Rouslan Nourmatov,1459,2
Sulaiman Al Rawahi,1459,2
Marko Stanic,1459,2
Matteo Civarolo,1459,6
Hassan Bassel,1459,8
Pietro Jordao,1459,2
Fares Kilani,1459,2
Kryce Didier Momo Kassa,1459,2
Nicolas Tourte,1459,10
Jeremie Cayla,1459,3
Stecy Ibinga Missou,1459,2
Luis David Martinez,1459,68
Teri Groll,1459,6
Dor Amir,1459,2
Tomislav Brkic,1459,18
Hyung Tae Kwon,1459,20
Tomislav Ternar,1459,30
Enrique Robles,1459,2
Ashley Watling,1458,6
Mason Fuller,1458,2
Guilherme Destefani,1458,2
Mlandeli Ndlela,1458,3
Jordan Miles,1458,2
Jacob Avellan,1458,2
Madou Keita,1458,2
Kirill Sinitsyn,1458,3
Ricards Opmanis,1458,2
Palash Tiwari,1458,2
Sean Wheatley,1458,2
Philippe Oudshoorn,1458,5
Thiago Monteiro,1458,3
Celestin Nkoueleue,1458,4
Fernando Marquez,1458,4
Filip Rams,1458,2
Vitor Requiao,1458,21
Luis Javier Naranjo,1458,2
Adil Shamasdin,1458,41
Connor Smith,1458,2
Soren Wedege,1458,10
Narcisse Lekama,1458,2
Nikolai Nesterov,1458,2
Christian Bergh,1458,4
Lucas Victolo Pereira,1458,6
Joao Silverio,1457,2
Patrick Eichenberger,1457,35
Marcel Radev,1457,2
Leonardo Nahar,1457,2
Shotaro Suzuki,1457,2
Juan Pablo Seminara,1457,2
Peter Suran,1457,2
Romain Hardy,1457,45
Mikhail Bril,1457,2
Florian Farnleitner,1457,2
Evgeny Prokhorenko,1457,2
Arnar Sigurdsson,1457,2
Marc Giner,1457,37
Diogo Cruz,1457,2
Diego Prado,1457,3
Victor Carneiro Melo,1457,2
Sebastian Serrano,1457,18
Fariz Mohammed,1457,4
Yannick Nelord,1457,24
Taiwo Owolabi,1457,8
Robert Coman,1457,48
Ryan Lipman,1457,3
Michael Tymkiw,1457,2
Ludovic Crampon,1457,3
Tom Kocevar Desman,1457,5
Ashutosh Singh,1457,35
Pedro Zanotelli,1457,2
Lewis Barnes,1457,2
Richard Brooks,1457,5
Amir Soheil Mohseni,1457,8
Marvin Netuschil,1457,4
Yuri Radomsky,1457,9
David Sodek,1457,33
Tadas Tarasevicius,1457,3
Edgar Pallares Garcia,1457,3
Krisztian Krocsko,1457,8
Sean Thornley,1457,78
Ilia Kushev,1457,3
Carlo Von Hanstein,1456,4
Pedro Bernardi,1456,2
Jibran Mohammadi,1456,3
Benjamin Ugarte,1456,3
Ali El Alaoui,1456,2
Ricardo Soriano Gallo,1456,4
Takuto Niki,1456,16
Chang Hoon Lee,1456,5
Peter Aarts,1456,6
Robert Yim,1456,4
Luigi Esposito,1456,3
Damian Hume,1456,5
Gonzalo Lama,1456,2
Julien Gely,1456,3
Christopher Marquis,1456,7
Fernando Cabrera,1456,6
Catalin Petre Nedelescu,1456,4
Joao Pedro Sorgi,1456,8
Alexander Rojas,1456,3
Dmitriy Makeyev,1455,13
Julien Dubail,1455,45
Patrick Pradella,1455,13
Federico Sabogal,1455,2
Ivelin Kolev,1455,2
Juan Rodriguez,1455,4
Tiago Slonik,1455,22
Steffen Zornosa,1455,12
Pedro Guimaraes,1455,2
Jonathan Kinsella,1455,29
Haluk Akkoyun,1455,35
Benjamin George Levi,1455,3
Andrew Gregory,1455,41
Tommi Laine,1455,5
Harry Fowler,1455,3
Nicholas Edlefsen,1455,23
Jose Manuel Limon,1455,2
Andrzej Grusiecki,1455,13
Daniel Tyntaryov,1455,2
David Catala Velasco,1455,2
Jurgens Strydom,1455,2
Stefano Travaglia,1455,27
Jordan Szabo,1455,3
Bruno Alvarez,1455,3
Joseph Huber,1455,3
Alexander Zhurbin,1454,6
Endika Sanchez Celada,1454,2
Ahmed Moumni,1454,5
Young Jae Kim,1454,3
Salvador De La Torre,1454,3
Philippe Grandjean,1454,3
Matthew Leahy,1454,7
Andrei Plotniy,1454,79
Stanislav Zhuravski,1454,2
Victor Morales,1454,26
Alexandru Raul Lazar,1454,48
Tristan Samuel Weissborn,1454,7
Sun Yong Kim Jr,1454,37
Oleksiy Zhornyak,1454,13
Rasmus Moller,1454,6
Cyprian Pisarek,1454,12
Matheus Pereira,1453,7
David Oleary,1453,3
Abdul Mumin Babalola,1453,7
James Cluskey,1453,9
Huai En Chang,1453,5
Fabricio Varas,1453,2
Marco Stancati,1453,3
Michal Konecny,1453,26
Vadim Alekseenko,1453,64
Roman Margoulis,1453,2
Ashley Hewitt,1453,8
Alberto Rodriguez Cervantes,1453,19
Markus Kanellos,1453,4
Marko Boskovic,1453,3
Juan Enrique Crosa,1453,8
Daniel Glancy,1453,15
Purav Raja,1453,37
Julian Busch,1453,4
Travis Parrott,1453,3
Patrick Knobloch,1453,5
Mikhail Karpol,1453,9
Marek Pokrywka,1452,3
Francois Arthur Vibert,1452,23
Gibril Diarra,1452,3
Alexandre Penaud,1452,56
Roman Piftor,1452,3
Frederic Nussbaum,1452,29
Mohamed El Sohafy,1452,3
Franck Pepe,1452,2
Jorge Montero,1452,15
Mateusz Szmigiel,1452,27
Robert Phillips Pd13,1452,18
Nadin Teofil Indre,1452,4
Dennis Lajola,1452,8
Tristan Jackson,1452,3
Dimitrije Tasic,1452,2
Nathaniel Schnugg,1452,3
Tugay Koylu,1452,8
Jared Drucker,1452,12
Jicham Zaatini,1452,2
Fernando Archila,1452,3
Eden Peleg,1452,3
Himananshu Mali,1452,4
Robert Buyinza,1452,2
Lucas Oliveira,1452,4
Ralph Regus,1452,13
Edgar Hernandez Perez,1452,10
Luciano Daher,1452,3
Marvin Rolle,1451,8
Juan Jose Leal Gomez,1451,3
Balazs Novak,1451,5
Dmitry Sventitsky,1451,6
Tanveer Ashiq,1451,2
Gregory Chambaz,1451,6
Tennys Sandgren,1451,20
Majdi Salim,1451,3
Riccardo Azzarita,1451,4
Boran Poljancic,1451,8
Josko Topic,1451,13
Alexander Lazov,1451,25
Dominic Pagon,1451,2
Ignacio Martire,1451,33
Jonathan Greczula,1451,5
Miha Mlakar,1451,3
Yuya Tomisaki,1451,5
Kehinde Alade,1451,3
Andros Gallego Arostegui,1451,6
Christoph Radecke,1450,4
Victor Schmid,1450,3
Hao Lu,1450,8
Damar Johnson,1450,2
Guillermo Nicol,1450,3
Jarryd Chaplin,1450,3
Sina Adabi,1450,2
Tom Rushby,1450,4
Goran Jukopila,1450,3
Dominic Metzger,1450,13
Antonio Arce,1450,5
Gleb Alekseenko,1450,46
Ji Shi,1450,9
Sam Barry,1450,3
Jasmin Ademovic,1450,3
Nick Trkulja,1450,25
Devin Mullings,1450,19
Gustavo Guerses,1450,3
Faris Akhazzan,1450,3
Valentin Mihai,1450,4
Xander Spong,1450,8
Eduardo Javier Autran Niedbalski,1450,3
Antonio Ruiz Rosales,1450,50
Vahid Mirzadeh,1450,16
Pulkit Mishra,1449,2
Corrado Pricone,1449,5
Kresimir Ritz,1449,14
Bas Van Der Valk,1449,26
Rahil Makharia,1449,6
Artem Isaev,1449,5
Lucas Lopasso,1449,11
Henry Atseye,1449,3
Arata Onozawa,1449,71
Tobias Summerer,1449,8
Edualdo Bonet De Gispert,1449,6
Vasilis Ventouris,1449,2
Vitaliy Kachanovskiy,1449,3
Nicolaas Scholtz,1449,7
Alexander Sarkissian,1449,4
Yordan Kanev,1449,5
Hsien Yin Peng,1449,16
Prajnesh Gunneswaran,1449,12
Jake Eames,1449,12
Lorenzo Di Giovanni,1449,4
Bence Gyula Toth,1449,3
Jagdish Tanwar,1448,20
Mikhail Balmashev,1448,12
Jarryd Maher,1448,37
Filip Spasojevic,1448,3
George Morgan,1448,5
Derek Schwandt,1448,3
Andre Straka,1448,7
Fabio Colangelo,1448,28
Hiromasa Oku,1448,13
Bruno Hamann,1448,3
Andriej Kapas,1448,47
Gabriel Pimentel,1448,3
David Veliz Lepe,1448,14
Asim Shafik,1448,4
Juan Carlos Ramirez,1448,14
Matias Alejandro Hatem,1448,3
Ralph Grambow,1448,12
Chris Priddle,1447,3
Dmitri Marfinsky,1447,5
Jose Antonio Fuentes Tevar,1447,6
Dalibar Ptak,1447,3
Daniel Pfeiffer,1447,5
Akito Higa,1447,18
Austin Karosi,1447,3
Denis Yevseyev,1447,5
Tuna Altuna,1447,21
Sergio Monges,1447,5
Alec Witmeur,1447,11
Thomas Knights,1447,4
Marcus Daniell,1447,58
Araik Arutunyan,1447,3
Fred Hemmes,1447,11
Sebastian Ionescu,1447,3
Peter Steinberger,1447,25
Sonchat Ratiwatana,1447,7
Aaron Dujovne,1447,16
Duilio Beretta,1447,14
Chris Letcher,1447,10
Jean Zietsman,1446,16
Arthur Mattos,1446,3
Ilia Starkov,1446,16
Chung Su Chen,1446,3
Martin Trueva,1446,6
Michel Alexandre Rioux,1446,3
Ouassel Hared,1446,3
Gonzalo Garzon,1446,3
Dariusz Lipka,1446,3
Sandro Ehrat,1446,8
Frank Burkholder,1446,3
Sekou Bangoura,1446,14
Niall Fitzgerald,1446,3
Michael Ray Pallares Gonzalez,1446,4
Artem Baradach,1446,3
Lukas Jastraunig,1446,5
Robert Makzoume,1446,5
James Marsalek,1446,8
Davide Melchiorre,1446,5
Rumen Gospodinov,1445,5
Andrew Mawire,1445,6
Fumiaki Kita,1445,7
Mariano Benedicti,1445,3
Jalil Khan,1445,6
Daniel Chu,1445,5
Tadayuki Longhi,1445,5
Rasmus Norby,1445,20
Constantin Belot,1445,5
Strahinja Bobusic,1445,11
Richard Waite,1445,37
Murilo Martiniano,1445,3
Idio Escobar,1445,29
Robert Dee,1445,3
Ash Misquith,1445,3
Marek Mrozek,1445,4
Daniel Sotomarino,1445,9
Adrian Daniel Simon,1445,7
Mehdi Benhammou,1445,3
Jose Manuel Garcia Rodriguez,1444,11
Morten Ritslaid,1444,3
Sudanwa Sitaram,1444,7
Micke Kontinen,1444,3
Marvin Barker,1444,14
Kelsey Stevenson,1444,3
Jakub Lustyk,1444,32
Marko Djokovic,1444,7
Andrej Kurtis,1444,3
Andrei Savulescu,1444,17
Patrik Brydolf,1444,14
Arnaud Agniel,1444,3
Antonio Martin Velez,1444,9
Ricardo Urzua Rivera,1444,50
Takashi Yoshii,1444,3
Evthimios Karaliolios,1444,39
Cesar Escobar Serrano,1444,3
Jordi Samper Montana,1444,67
Valentin Florez,1444,10
Artur Chernov,1444,32
Navid Johannigmann,1444,3
Sasa Stojisavljevic,1443,37
George Barth,1443,3
Tak Khunn Wang,1443,11
Eduardo Bencke,1443,4
David Barclay,1443,3
Hiroyasu Sato,1443,8
Matias Silva,1443,20
Nicola Ghedin,1443,16
Maverick Banes,1443,11
Juan Carlos Rebaza Lozano,1443,4
Daniel Omana,1443,7
Sebastian Lopez,1443,6
Tim Hewitt,1443,13
Takahiro Terachi,1443,12
Timothy Bradshaw,1443,36
Egor Kovalev,1443,12
Rodrigo Gomez Saigos,1443,43
Mahmoud Ezz,1442,22
Facundo Mena,1442,5
Grant Ive,1442,6
Stefan Perez Senent,1442,3
Oliver Borsos,1442,4
Jakhongir Khaydarov,1442,3
Lazar Magdincev,1442,9
Nicolas Pastor,1442,61
Jesus Bandres,1442,12
Roberto Ortega Olmedo,1442,12
Sahr Timothy Kpulun,1442,6
Norbert Gombos,1442,10
Richard Hampel,1442,6
Nikola Dimitrov,1442,3
Matias Omar Tello,1442,7
Sho Aida,1442,4
Philip Barlow,1442,15
Aleksandr Agafonov,1442,55
Franco Echenique,1442,3
Maciej Rajski,1441,6
Markus Berg,1441,3
Tuomo Ojala,1441,3
Christopher Price,1441,3
Finn Tearney,1441,13
Cosmin Georgescu,1441,6
Vladimir Zinyakov,1441,8
Alexandru Grigorita,1441,3
Barkin Yalcinkale,1441,5
Georgi Jordanov,1441,5
Adrian Marin Dancescu,1441,7
Ankit Sachdeva,1441,3
Shahin Khaledan,1441,12
Chin Yu Huang,1441,11
Eoin Heavey,1441,5
Guillem Collado Castells,1441,4
David To,1441,10
Alexander Hillbricht,1441,3
Manolis Glezos,1441,14
Sydney Jim,1441,3
Alexey Nesterov,1441,3
Orlando Superlano,1440,6
Viju George Jr,1440,6
Dennis Nevolo,1440,12
Tulio Davila,1440,3
Alessandro Bega,1440,11
Pascal Brunner,1440,28
Jan Marek,1440,5
David Uquillas,1440,5
Juan Manuel Agasarkissian,1440,15
James Duckworth,1440,9
Gabriel Alejandro Hidalgo,1440,7
Emiliano Garcia Blanksman,1440,6
Jeffrey Mira Svensson,1439,8
Emilio Rodriguez,1439,41
Marco Mokrzycki,1439,10
Yu Jr Wang,1439,42
Victor Costa Valente,1439,4
Andres Herrera,1439,6
Slah Mbarek,1439,11
Yannick Maden,1439,6
Pierre Hugues Herbert,1439,4
Vladislav Dubinsky,1439,4
Leonardo Lapentti,1438,4
Uriel Oquendo,1438,6
Nicolas Salama,1438,4
Kiril Tcherveniachki,1438,5
Jose Benitez,1438,7
Satoshi Yoshino,1438,8
Tadej Turk,1438,6
Federico Raffaelli,1438,33
Nicolo Marchioretto,1438,3
Jean Claude Gasigwa,1438,3
Mauricio Garcia,1438,4
Tomohiro Shinokawa,1438,3
Matteo Marfia,1438,11
Timothy Neilly,1438,23
Mithun Murali,1438,16
Peerakit Siributwong,1438,49
Wesley Koolhof,1438,5
Francesc Montanes Roca,1438,11
Israel Vior Diaz,1438,3
Jonathon Cooper,1438,13
Nicolas Pizzi,1438,9
Logan Mackenzie,1437,4
Yury Vaschenko,1437,3
Carlos Gonzalez De Cueto,1437,8
Francesco Garzelli,1437,6
Alex Bothe,1437,5
Matias Sborowitz,1437,4
Akre Francis Koffi,1437,4
Leon Ojalvo,1437,6
Vedran Siljegovic,1437,16
Samuel Sanchez Rello,1437,4
Antoine Feret,1437,30
Yash Rawal,1437,3
Weerapat Doakmaiklee,1437,49
Matteo Mauri,1437,10
Takahiro Ittogi,1437,10
Krishik Divakar,1437,5
Jose Gerardo Meza,1437,5
Oscar Podlewski,1437,3
Lorenzo Papasidero,1436,5
Adam Hubble,1436,38
Erkin Aliyev,1436,3
Vyacheslav Lytvynenko,1436,3
Ciprian Alexandru Porumb,1436,5
Daniel Geib,1436,17
Kirill Sirin,1436,3
David Klier,1436,39
Cristian Rodriguez,1436,23
Wan Gao,1436,9
Jakub Cymorek,1436,4
Sergey Strelkov,1436,7
Sho Katayama,1436,11
Dragos Cristian Mirtea,1435,24
Dinmukhammed Yessenkulov,1435,3
Leonel Vivas,1435,13
Chris Harfield,1435,6
Cory Phillips,1435,5
Juan Carlos Saez,1435,14
Tibor Simic,1435,17
Tzu Yang Lin,1435,8
Sardor Pulatov,1435,3
Matthias Dorfler,1435,24
Rynat Khusainov,1435,8
George Coupland,1435,10
Maksim Tikhomirov,1435,4
Emil Alikhanbekov,1435,4
Constantin Cristian Tanase,1435,6
Stefan Hardy,1435,11
Alejandro Garcia Ferrero,1435,5
Alejandro Vargas,1434,5
Juan Beaus Barquin,1434,15
Francisco Chaves,1434,6
Thibault Venturino,1434,5
Nick Cavaday,1434,19
Rodolfo Bustamante,1434,8
Nick Van Rosberg,1434,3
Andre Baran,1434,38
Yannick Fattebert,1434,4
Xavier Audouy,1434,14
Rihards Emulins,1434,4
Ryota Hisamatsu,1434,9
Ya Nan Ma,1434,18
Jan Satral,1433,11
David Costa Soria,1433,4
Deni Zmak,1433,29
Evan King,1433,5
Michal Franek,1433,13
Ivan Galic,1433,7
Sadio Doumbia,1433,7
Mark Mccook,1433,29
Alexey Iremashvili,1433,8
Oscar Rodriguez Sanchez,1433,11
Marcus Weiglhofer,1433,7
Nodar Itonishvili,1433,16
Thiago Gomes De Almeida Pfrimer,1433,9
Tristan Farron Mahon,1433,38
Adrian Vodislav,1432,7
Lawal Shehu,1432,8
Whit Livingston,1432,4
Tyler Kelly,1432,3
Victor Gonzalez,1432,9
Vignesh Peranamallur,1432,40
Dong Whee Choi,1432,12
Anis Ghorbel,1432,4
Valentin Palas,1432,12
Enrico Iannuzzi,1432,62
Marco Aurelio Sanchez,1432,4
Edward Corrie,1432,7
Ayrton Wibowo,1432,8
Hassan Al Mousa,1432,3
Wojciech Starakiewicz,1431,7
Lukas Weinhandl,1431,6
Andrea Fava,1431,12
Andrew Roberts,1431,15
Issa Cuma,1431,5
Goncalo Pereira,1431,15
Khachatur Khachatryan,1431,9
Igor Bujdo,1431,27
Zachary Van Min,1431,35
Claudio Romano,1431,12
Ezequiel Krivulin,1431,7
Stefan Dmitrovic,1430,6
Marco Speronello,1430,8
Stefan Radu Leonte,1430,4
Christopher Rungkat,1430,23
Paris Gemouchidis,1430,34
Augustine Nwokedi,1430,5
Christoph Lessiak,1430,28
Marco Di Vuolo,1430,26
Jan Tavcar,1430,16
Rafael Martinez,1430,10
William Boe Wiegaard,1430,4
Sergey Shipilov,1430,4
Diego Matos,1430,67
Aleksey Bessonov,1430,10
Lorenzo Cannella,1429,9
Sanchai Ratiwatana,1429,8
Bui Tri Nguyen,1429,5
Paul Bishop,1429,8
Geoff Gehrke,1429,4
Raymond Sarmiento,1429,10
Brendan Moore,1429,15
Edward Allinson,1429,5
Rafal Gozdur,1429,10
Omar Erramy,1429,10
Jim Thomas,1429,7
Aleksandar Maric,1429,11
Andres Garriga Rivero,1429,15
Tetsuya Chaen,1429,13
Adrian Forberg Skogeng,1428,5
Zoran Golubovic,1428,46
Mauricio Astorga,1428,11
Yann Dupuy,1428,6
Stephane Piro,1428,54
Gilad Berman,1428,12
Konstantinos Mikos,1428,14
Pedro Feitosa,1428,38
Serizhan Yessenbekov,1428,4
Roberto Lau,1428,6
Llaurentiu Ady Gavrila,1428,25
Jacopo Marchegiani,1428,18
Mehdi Jdi,1428,8
Jimy Szymanski,1428,4
Dmitri Perevoshchikov,1428,26
Mohammed Al Nabhani,1428,9
Jae Won Choi,1428,12
Radames Ries,1428,7
Jean Francois Merven,1428,6
Heinrich Heyl,1428,10
Eddy Chala,1427,23
Joao Oliveira,1427,6
Niall Angus,1427,10
David Nord,1427,11
Justin Kronauge,1427,7
Dmytro Kamynin,1427,4
Mario Eckardt,1427,13
Nicolas Rosenzweig,1427,10
Erik Crepaldi,1427,31
Nicolas Grammare,1427,10
Adam Fass,1427,26
Danail Tarpov,1426,8
Andre Pinheiro,1426,52
Paolo Beninca,1426,7
Issam Jellali,1426,7
Romain Sichez,1426,15
Roman Kelecic,1426,5
Kirati Siributwong,1426,42
Patrick Ganet,1426,7
Luis Ignacio Morales,1426,11
Matthew Short,1426,4
Mateusz Skorek,1426,4
Yao Lun Chang,1426,7
Laurentiu Erlic,1426,36
Brad Pomeroy,1426,15
Daouda Ndiaye,1426,13
Ivan Nedelko,1426,38
Holger Zuehlsdorff Pavlovic,1426,8
Inigo Santos Fernandez,1425,5
Oliver Evans,1425,6
Yassine El Ghazi,1425,5
Mohamed Nazim Saber,1425,17
Marin Franjicevic,1425,16
Khalid Al Nabhani,1425,7
Rafael Mazon Hernandez,1425,31
Lazare Kukhalashvili,1425,42
Rok Bonin,1425,8
Marko Krickovic,1425,6
Cezar Sincan Johansson,1425,7
Ajai Selvaraj,1425,4
Krisjanis Stabins,1424,4
Renato Silveira,1424,16
Sunu Wahyu Trijati,1424,9
Jan Serdakowski,1424,4
Gilad Ben Zvi,1424,31
Cesar Bracho,1424,4
Borja Malo,1424,38
Pongsiri Niroj,1423,12
Maxime Bonami,1423,12
Elbert Sie,1423,22
Yaraslau Shyla,1423,4
Pablo Lijo Santos,1423,5
Thomas Cristian Hodel,1423,4
Shivang Mishra,1423,4
Baptiste Bayet,1422,33
Yannick Thomet,1422,12
Daniele Piludu,1422,11
N Sriram Balaji,1422,28
Aidynbek Rakhishev,1422,4
Walid Jallali,1422,23
Matt Simpson,1422,53
Felipe Ribeiro Frattini,1422,9
Jaime Pulgar Garcia,1421,4
Bogdan Buneci,1421,4
Ivan Milivojevic,1421,5
Chris Wettengel,1421,11
Aaron Leeder Chard,1421,5
Ariel Behar,1421,47
Tinashe Chikanda,1421,5
Nuri Ersin Tarim,1420,4
Vitali Reshetnikov,1420,42
Yasir Khan,1420,6
Omar Hedayet,1420,25
Dekel Valtzer,1420,33
Olivier Nkunda,1420,5
Jarmere Jenkins,1420,12
Younes Ben Abderrahman,1420,5
Oriol Hernandez Pastor,1420,10
Kevin Botti,1420,36
Tyler Hochwalt,1419,17
Ilia Shatskiy,1419,9
Giacomo Oradini,1419,5
John Hoyes,1419,7
Antoine Tassart,1419,51
Marko Sabolcki,1419,9
Mark Verryth,1419,19
Victor Kozin,1419,43
Andrei Gratian Onciu,1419,7
Florin Nedelcu,1419,5
Remko De Rijke,1419,9
Dominik Schulz,1418,5
Riccardo Marcon,1418,11
Juan Sebastian Gomez,1418,5
Soren Goritzka,1418,8
Hassan Murisho,1418,4
Dong Kyu Lee,1418,11
Fredrik Ask,1418,10
Dino Salopek,1418,13
Nikos Spyrou,1418,4
Daniel Coronado,1418,5
Burnham Arlidge,1418,53
Yuki Matsuo,1418,26
Andres Ceppo,1418,5
Jiri Krkoska,1418,57
Katsushi Fukuda,1417,6
Jack Carpenter,1417,7
Marc Auradou,1417,53
Sami Reinwein,1417,8
Albano Olivetti,1417,8
Vincent Stouff,1417,8
Manuel Mazzella,1417,5
Chandril Sood,1417,4
Ervand Gasparyan,1417,28
David Bidmeade,1417,7
Radim Urbanek,1417,13
Andre Sa,1417,6
Noam Yitzhaki,1417,20
Sami Beceren,1417,5
Zeyad Montasser,1417,6
Saar Steele,1416,23
Juan Pedro Torres,1416,17
Roberto Quiroz,1416,13
