Var1
"https://rp5.ru/Weather_archive_in_Rafael_Hernandez_(airport),_METAR"
"https://rp5.ru/Weather_archive_in_San_Juan,_Luis_Munoz_Marin_(airport)"
"https://rp5.ru/Weather_archive_in_San_Juan,_Luis_Munoz_Marin_(airport),_METAR"
